ID,Item,FailureMode,Effect,Severity,Occurrence,Detection,RPN,ActionPriority,File,Line
FMEA-1296,assess,Race condition in assess(),Incorrect system behaviour or safety-function failure originating in assess (function),7,3,6,126,medium,src/iec61508/iec61508.cpp,98
FMEA-1288,is_required,Race condition in is_required(),Incorrect system behaviour or safety-function failure originating in is_required (function),7,3,6,126,medium,src/iec61508/iec61508.cpp,59
FMEA-852,write_json,Race condition in write_json(),Incorrect system behaviour or safety-function failure originating in write_json (function),7,3,6,126,medium,src/comp/comp.hpp,40
FMEA-624,write_dot,Race condition in write_dot(),Incorrect system behaviour or safety-function failure originating in write_dot (function),7,3,6,126,medium,src/boundary/boundary.cpp,122
FMEA-704,header,Race condition in header(),Incorrect system behaviour or safety-function failure originating in header (function),7,3,6,126,medium,src/template/template_gen.cpp,25
FMEA-824,count_complexity,Race condition in count_complexity(),Incorrect system behaviour or safety-function failure originating in count_complexity (function),7,3,6,126,medium,src/comp/comp.cpp,20
FMEA-1300,write_json,Race condition in write_json(),Incorrect system behaviour or safety-function failure originating in write_json (function),7,3,6,126,medium,src/iec61508/iec61508.cpp,123
FMEA-620,write_mermaid,Race condition in write_mermaid(),Incorrect system behaviour or safety-function failure originating in write_mermaid (function),7,3,6,126,medium,src/boundary/boundary.cpp,105
FMEA-708,header,Race condition in header(),Incorrect system behaviour or safety-function failure originating in header (function),7,3,6,126,medium,src/template/template_gen.cpp,38
FMEA-1160,write_json,Race condition in write_json(),Incorrect system behaviour or safety-function failure originating in write_json (function),7,3,6,126,medium,src/coupling/coupling.hpp,33
FMEA-1172,write_json,Race condition in write_json(),Incorrect system behaviour or safety-function failure originating in write_json (function),7,3,6,126,medium,src/coupling/coupling.cpp,91
FMEA-840,render_text,Race condition in render_text(),Incorrect system behaviour or safety-function failure originating in render_text (function),7,3,6,126,medium,src/comp/comp.cpp,166
FMEA-664,monitor,Race condition in monitor(),Incorrect system behaviour or safety-function failure originating in monitor (function),7,3,6,126,medium,src/runtime/heartbeat.hpp,56
FMEA-672,kick,Race condition in kick(),Incorrect system behaviour or safety-function failure originating in kick (function),7,3,6,126,medium,src/runtime/watchdog.hpp,37
FMEA-1276,write_json,Race condition in write_json(),Incorrect system behaviour or safety-function failure originating in write_json (function),7,3,6,126,medium,src/iec61508/iec61508.hpp,42
FMEA-836,write_json,Race condition in write_json(),Incorrect system behaviour or safety-function failure originating in write_json (function),7,3,6,126,medium,src/comp/comp.cpp,142
FMEA-660,beat,Race condition in beat(),Incorrect system behaviour or safety-function failure originating in beat (function),7,3,6,126,medium,src/runtime/heartbeat.hpp,36
FMEA-1280,render_text,Race condition in render_text(),Incorrect system behaviour or safety-function failure originating in render_text (function),7,3,6,126,medium,src/iec61508/iec61508.hpp,43
FMEA-676,monitor,Race condition in monitor(),Incorrect system behaviour or safety-function failure originating in monitor (function),7,3,6,126,medium,src/runtime/watchdog.hpp,61
FMEA-616,scan,Race condition in scan(),Incorrect system behaviour or safety-function failure originating in scan (function),7,3,6,126,medium,src/boundary/boundary.cpp,13
FMEA-1168,analyse,Race condition in analyse(),Incorrect system behaviour or safety-function failure originating in analyse (function),7,3,6,126,medium,src/coupling/coupling.cpp,28
FMEA-652,write_json,Race condition in write_json(),Incorrect system behaviour or safety-function failure originating in write_json (function),7,3,6,126,medium,src/sci/sci.cpp,103
FMEA-1264,parse_sil,Race condition in parse_sil(),Incorrect system behaviour or safety-function failure originating in parse_sil (function),7,3,6,126,medium,src/iec61508/iec61508.hpp,12
FMEA-648,to_json,Race condition in to_json(),Incorrect system behaviour or safety-function failure originating in to_json (function),7,3,6,126,medium,src/sci/sci.cpp,77
FMEA-1284,parse_sil,Race condition in parse_sil(),Incorrect system behaviour or safety-function failure originating in parse_sil (function),7,3,6,126,medium,src/iec61508/iec61508.cpp,15
FMEA-644,build,Race condition in build(),Incorrect system behaviour or safety-function failure originating in build (function),7,3,6,126,medium,src/sci/sci.cpp,50
FMEA-684,SafeStateGuard,Race condition in SafeStateGuard(),Incorrect system behaviour or safety-function failure originating in SafeStateGuard (function),7,3,6,126,medium,src/runtime/safe_state.hpp,20
FMEA-832,analyse,Race condition in analyse(),Incorrect system behaviour or safety-function failure originating in analyse (function),7,3,6,126,medium,src/comp/comp.cpp,104
FMEA-1224,parse_severity,Race condition in parse_severity(),Incorrect system behaviour or safety-function failure originating in parse_severity (function),7,3,6,126,medium,src/hara/hara.hpp,20
FMEA-1232,parse_controllability,Race condition in parse_controllability(),Incorrect system behaviour or safety-function failure originating in parse_controllability (function),7,3,6,126,medium,src/hara/hara.hpp,22
FMEA-868,is_required,Race condition in is_required(),Incorrect system behaviour or safety-function failure originating in is_required (function),7,3,6,126,medium,src/slsa/slsa.cpp,73
FMEA-744,compare,Race condition in compare(),Incorrect system behaviour or safety-function failure originating in compare (function),7,3,6,126,medium,src/diff/diff.hpp,34
FMEA-1188,parse_controllability,Race condition in parse_controllability(),Incorrect system behaviour or safety-function failure originating in parse_controllability (function),7,3,6,126,medium,src/hara/hara.cpp,56
FMEA-872,assess,Race condition in assess(),Incorrect system behaviour or safety-function failure originating in assess (function),7,3,6,126,medium,src/slsa/slsa.cpp,85
FMEA-1228,parse_exposure,Race condition in parse_exposure(),Incorrect system behaviour or safety-function failure originating in parse_exposure (function),7,3,6,126,medium,src/hara/hara.hpp,21
FMEA-748,compare,Race condition in compare(),Incorrect system behaviour or safety-function failure originating in compare (function),7,3,6,126,medium,src/diff/diff.cpp,51
FMEA-568,finding,Race condition in finding(),Incorrect system behaviour or safety-function failure originating in finding (function),7,3,6,126,medium,src/quality/quality.cpp,322
FMEA-812,run_cmd,Race condition in run_cmd(),Incorrect system behaviour or safety-function failure originating in run_cmd (function),7,3,6,126,medium,src/auditpack/auditpack.cpp,80
FMEA-756,parse_spdx_version,Race condition in parse_spdx_version(),Incorrect system behaviour or safety-function failure originating in parse_spdx_version (function),7,3,6,126,medium,src/release/release.cpp,145
FMEA-876,write_json,Race condition in write_json(),Incorrect system behaviour or safety-function failure originating in write_json (function),7,3,6,126,medium,src/slsa/slsa.cpp,107
FMEA-564,finding,Race condition in finding(),Incorrect system behaviour or safety-function failure originating in finding (function),7,3,6,126,medium,src/quality/quality.cpp,293
FMEA-560,is_valid_reviewed,Race condition in is_valid_reviewed(),Incorrect system behaviour or safety-function failure originating in is_valid_reviewed (function),7,3,6,126,medium,src/quality/quality.cpp,268
FMEA-760,write_sbom,Race condition in write_sbom(),Incorrect system behaviour or safety-function failure originating in write_sbom (function),7,3,6,126,medium,src/release/release.cpp,152
FMEA-1340,make_fusa001,Race condition in make_fusa001(),Incorrect system behaviour or safety-function failure originating in make_fusa001 (function),7,3,6,126,medium,src/engine/rules.hpp,9
FMEA-556,to_json,Race condition in to_json(),Incorrect system behaviour or safety-function failure originating in to_json (function),7,3,6,126,medium,src/quality/quality.cpp,256
FMEA-1220,to_report_json,Race condition in to_report_json(),Incorrect system behaviour or safety-function failure originating in to_report_json (function),7,3,6,126,medium,src/hara/hara.cpp,264
FMEA-720,header,Race condition in header(),Incorrect system behaviour or safety-function failure originating in header (function),7,3,6,126,medium,src/template/template_gen.cpp,81
FMEA-1304,render_text,Race condition in render_text(),Incorrect system behaviour or safety-function failure originating in render_text (function),7,3,6,126,medium,src/iec61508/iec61508.cpp,142
FMEA-612,write_dot,Race condition in write_dot(),Incorrect system behaviour or safety-function failure originating in write_dot (function),7,3,6,126,medium,src/boundary/boundary.hpp,31
FMEA-712,header,Race condition in header(),Incorrect system behaviour or safety-function failure originating in header (function),7,3,6,126,medium,src/template/template_gen.cpp,56
FMEA-1180,parse_severity,Race condition in parse_severity(),Incorrect system behaviour or safety-function failure originating in parse_severity (function),7,3,6,126,medium,src/hara/hara.cpp,43
FMEA-856,render_text,Race condition in render_text(),Incorrect system behaviour or safety-function failure originating in render_text (function),7,3,6,126,medium,src/comp/comp.hpp,41
FMEA-608,write_mermaid,Race condition in write_mermaid(),Incorrect system behaviour or safety-function failure originating in write_mermaid (function),7,3,6,126,medium,src/boundary/boundary.hpp,30
FMEA-716,header,Race condition in header(),Incorrect system behaviour or safety-function failure originating in header (function),7,3,6,126,medium,src/template/template_gen.cpp,68
FMEA-1308,feasibility_rank,Race condition in feasibility_rank(),Incorrect system behaviour or safety-function failure originating in feasibility_rank (function),7,3,6,126,medium,src/tara/tara.cpp,26
FMEA-552,parse,Race condition in parse(),Incorrect system behaviour or safety-function failure originating in parse (function),7,3,6,126,medium,src/quality/quality.cpp,241
FMEA-1312,impact_rank,Race condition in impact_rank(),Incorrect system behaviour or safety-function failure originating in impact_rank (function),7,3,6,126,medium,src/tara/tara.cpp,33
FMEA-724,header,Race condition in header(),Incorrect system behaviour or safety-function failure originating in header (function),7,3,6,126,medium,src/template/template_gen.cpp,89
FMEA-860,parse_level,Race condition in parse_level(),Incorrect system behaviour or safety-function failure originating in parse_level (function),7,3,6,126,medium,src/slsa/slsa.cpp,16
FMEA-1184,parse_exposure,Race condition in parse_exposure(),Incorrect system behaviour or safety-function failure originating in parse_exposure (function),7,3,6,126,medium,src/hara/hara.cpp,49
FMEA-728,write_file,Race condition in write_file(),Incorrect system behaviour or safety-function failure originating in write_file (function),7,3,6,126,medium,src/template/template_gen.cpp,98
FMEA-732,gen_one,Race condition in gen_one(),Incorrect system behaviour or safety-function failure originating in gen_one (function),7,3,6,126,medium,src/template/template_gen.cpp,151
FMEA-1320,to_json,Race condition in to_json(),Incorrect system behaviour or safety-function failure originating in to_json (function),7,3,6,126,medium,src/tara/tara.cpp,216
FMEA-864,detect_status,Race condition in detect_status(),Incorrect system behaviour or safety-function failure originating in detect_status (function),7,3,6,126,medium,src/slsa/slsa.cpp,57
FMEA-184,render_text,Race condition in render_text(),Incorrect system behaviour or safety-function failure originating in render_text (function),7,3,6,126,medium,src/iso21434/iso21434.cpp,205
FMEA-224,save,Race condition in save(),Incorrect system behaviour or safety-function failure originating in save (function),7,3,6,126,medium,src/metrics/metrics.hpp,30
FMEA-220,append,Race condition in append(),Incorrect system behaviour or safety-function failure originating in append (function),7,3,6,126,medium,src/metrics/metrics.hpp,29
FMEA-984,write_json,Race condition in write_json(),Incorrect system behaviour or safety-function failure originating in write_json (function),7,3,6,126,medium,src/sas/sas.hpp,46
FMEA-208,render_json,Race condition in render_json(),Incorrect system behaviour or safety-function failure originating in render_json (function),7,3,6,126,medium,src/metrics/metrics.cpp,160
FMEA-988,write_markdown,Race condition in write_markdown(),Incorrect system behaviour or safety-function failure originating in write_markdown (function),7,3,6,126,medium,src/sas/sas.hpp,47
FMEA-204,render_text,Race condition in render_text(),Incorrect system behaviour or safety-function failure originating in render_text (function),7,3,6,126,medium,src/metrics/metrics.cpp,128
FMEA-200,save,Race condition in save(),Incorrect system behaviour or safety-function failure originating in save (function),7,3,6,126,medium,src/metrics/metrics.cpp,108
FMEA-1548,write_json,Race condition in write_json(),Incorrect system behaviour or safety-function failure originating in write_json (function),7,3,6,126,medium,src/coverage/coverage.hpp,79
FMEA-196,append,Race condition in append(),Incorrect system behaviour or safety-function failure originating in append (function),7,3,6,126,medium,src/metrics/metrics.cpp,103
FMEA-992,build,Race condition in build(),Incorrect system behaviour or safety-function failure originating in build (function),7,3,6,126,medium,src/sas/sas.cpp,51
FMEA-192,collect,Race condition in collect(),Incorrect system behaviour or safety-function failure originating in collect (function),7,3,6,126,medium,src/metrics/metrics.cpp,52
FMEA-1552,render_text,Race condition in render_text(),Incorrect system behaviour or safety-function failure originating in render_text (function),7,3,6,126,medium,src/coverage/coverage.hpp,80
FMEA-188,load,Race condition in load(),Incorrect system behaviour or safety-function failure originating in load (function),7,3,6,126,medium,src/metrics/metrics.cpp,26
FMEA-1080,libclang_available,Race condition in libclang_available(),Incorrect system behaviour or safety-function failure originating in libclang_available (function),7,3,6,126,medium,src/ast/ast.cpp,18
FMEA-228,render_text,Race condition in render_text(),Incorrect system behaviour or safety-function failure originating in render_text (function),7,3,6,126,medium,src/metrics/metrics.hpp,31
FMEA-1556,apply_mcdc,Race condition in apply_mcdc(),Incorrect system behaviour or safety-function failure originating in apply_mcdc (function),7,3,6,126,medium,src/coverage/coverage.hpp,84
FMEA-180,write_json,Race condition in write_json(),Incorrect system behaviour or safety-function failure originating in write_json (function),7,3,6,126,medium,src/iso21434/iso21434.cpp,175
FMEA-176,assess,Race condition in assess(),Incorrect system behaviour or safety-function failure originating in assess (function),7,3,6,126,medium,src/iso21434/iso21434.cpp,155
FMEA-996,to_json,Race condition in to_json(),Incorrect system behaviour or safety-function failure originating in to_json (function),7,3,6,126,medium,src/sas/sas.cpp,69
FMEA-172,detect_status,Race condition in detect_status(),Incorrect system behaviour or safety-function failure originating in detect_status (function),7,3,6,126,medium,src/iso21434/iso21434.cpp,125
FMEA-168,is_required,Race condition in is_required(),Incorrect system behaviour or safety-function failure originating in is_required (function),7,3,6,126,medium,src/iso21434/iso21434.cpp,116
FMEA-1000,write_json,Race condition in write_json(),Incorrect system behaviour or safety-function failure originating in write_json (function),7,3,6,126,medium,src/sas/sas.cpp,97
FMEA-164,parse_cal,Race condition in parse_cal(),Incorrect system behaviour or safety-function failure originating in parse_cal (function),7,3,6,126,medium,src/iso21434/iso21434.cpp,17
FMEA-160,render_text,Race condition in render_text(),Incorrect system behaviour or safety-function failure originating in render_text (function),7,3,6,126,medium,src/iso21434/iso21434.hpp,45
FMEA-156,write_json,Race condition in write_json(),Incorrect system behaviour or safety-function failure originating in write_json (function),7,3,6,126,medium,src/iso21434/iso21434.hpp,44
FMEA-1004,write_markdown,Race condition in write_markdown(),Incorrect system behaviour or safety-function failure originating in write_markdown (function),7,3,6,126,medium,src/sas/sas.cpp,102
FMEA-1008,show,Race condition in show(),Incorrect system behaviour or safety-function failure originating in show (function),7,3,6,126,medium,src/fix/fix.cpp,105
FMEA-1576,render_text,Race condition in render_text(),Incorrect system behaviour or safety-function failure originating in render_text (function),7,3,6,126,medium,src/impact/impact.hpp,39
FMEA-264,version_less,Race condition in version_less(),Incorrect system behaviour or safety-function failure originating in version_less (function),7,3,6,126,medium,src/vuln/vuln.cpp,48
FMEA-300,render_text,Race condition in render_text(),Incorrect system behaviour or safety-function failure originating in render_text (function),7,3,6,126,medium,src/vuln/vuln.hpp,36
FMEA-1492,write,Race condition in write(),Incorrect system behaviour or safety-function failure originating in write (function),7,3,6,126,medium,src/testutil/testutil.hpp,32
FMEA-296,write_json,Race condition in write_json(),Incorrect system behaviour or safety-function failure originating in write_json (function),7,3,6,126,medium,src/vuln/vuln.hpp,35
FMEA-1104,tu_visitor,Race condition in tu_visitor(),Incorrect system behaviour or safety-function failure originating in tu_visitor (function),7,3,6,126,medium,src/ast/ast.cpp,82
FMEA-1496,main,Race condition in main(),Incorrect system behaviour or safety-function failure originating in main (function),7,3,6,126,medium,src/main.cpp,3
FMEA-1500,parse_dal,Race condition in parse_dal(),Incorrect system behaviour or safety-function failure originating in parse_dal (function),7,3,6,126,medium,src/coverage/coverage.cpp,15
FMEA-1100,shadow_visitor,Race condition in shadow_visitor(),Incorrect system behaviour or safety-function failure originating in shadow_visitor (function),7,3,6,126,medium,src/ast/ast.cpp,74
FMEA-280,render_text,Race condition in render_text(),Incorrect system behaviour or safety-function failure originating in render_text (function),7,3,6,126,medium,src/vuln/vuln.cpp,126
FMEA-1504,line_threshold,Race condition in line_threshold(),Incorrect system behaviour or safety-function failure originating in line_threshold (function),7,3,6,126,medium,src/coverage/coverage.cpp,32
FMEA-276,write_json,Race condition in write_json(),Incorrect system behaviour or safety-function failure originating in write_json (function),7,3,6,126,medium,src/vuln/vuln.cpp,106
FMEA-272,scan,Race condition in scan(),Incorrect system behaviour or safety-function failure originating in scan (function),7,3,6,126,medium,src/vuln/vuln.cpp,83
FMEA-1508,branch_threshold,Race condition in branch_threshold(),Incorrect system behaviour or safety-function failure originating in branch_threshold (function),7,3,6,126,medium,src/coverage/coverage.cpp,40
FMEA-268,parse_ver,Race condition in parse_ver(),Incorrect system behaviour or safety-function failure originating in parse_ver (function),7,3,6,126,medium,src/vuln/vuln.cpp,54
FMEA-144,parse_cal,Race condition in parse_cal(),Incorrect system behaviour or safety-function failure originating in parse_cal (function),7,3,6,126,medium,src/iso21434/iso21434.hpp,12
FMEA-1512,build_from_lcov,Race condition in build_from_lcov(),Incorrect system behaviour or safety-function failure originating in build_from_lcov (function),7,3,6,126,medium,src/coverage/coverage.cpp,59
FMEA-1516,write_json,Race condition in write_json(),Incorrect system behaviour or safety-function failure originating in write_json (function),7,3,6,126,medium,src/coverage/coverage.cpp,118
FMEA-1364,make_hara005,Race condition in make_hara005(),Incorrect system behaviour or safety-function failure originating in make_hara005 (function),7,3,6,126,medium,src/engine/rules.hpp,22
FMEA-252,apply_quality_gate,Race condition in apply_quality_gate(),Incorrect system behaviour or safety-function failure originating in apply_quality_gate (function),7,3,6,126,medium,src/cmd/cli.cpp,124
FMEA-1520,render_text,Race condition in render_text(),Incorrect system behaviour or safety-function failure originating in render_text (function),7,3,6,126,medium,src/coverage/coverage.cpp,179
FMEA-248,print_err,Race condition in print_err(),Incorrect system behaviour or safety-function failure originating in print_err (function),7,3,6,126,medium,src/cmd/cli.cpp,79
FMEA-244,print_ok,Race condition in print_ok(),Incorrect system behaviour or safety-function failure originating in print_ok (function),7,3,6,126,medium,src/cmd/cli.cpp,78
FMEA-1524,apply_mcdc,Race condition in apply_mcdc(),Incorrect system behaviour or safety-function failure originating in apply_mcdc (function),7,3,6,126,medium,src/coverage/coverage.cpp,207
FMEA-240,value_of,Race condition in value_of(),Incorrect system behaviour or safety-function failure originating in value_of (function),7,3,6,126,medium,src/cmd/cli.cpp,75
FMEA-1092,class_member_visitor,Race condition in class_member_visitor(),Incorrect system behaviour or safety-function failure originating in class_member_visitor (function),7,3,6,126,medium,src/ast/ast.cpp,52
FMEA-236,run,Race condition in run(),Incorrect system behaviour or safety-function failure originating in run (function),7,3,6,126,medium,src/cmd/cli.hpp,8
FMEA-1528,parse_dal,Race condition in parse_dal(),Incorrect system behaviour or safety-function failure originating in parse_dal (function),7,3,6,126,medium,src/coverage/coverage.hpp,13
FMEA-232,render_json,Race condition in render_json(),Incorrect system behaviour or safety-function failure originating in render_json (function),7,3,6,126,medium,src/metrics/metrics.hpp,32
FMEA-36,g,Race condition in g(),Incorrect system behaviour or safety-function failure originating in g (function),7,3,6,126,medium,tests/test_runtime.cpp,57
FMEA-1616,render_text,Race condition in render_text(),Incorrect system behaviour or safety-function failure originating in render_text (function),7,3,6,126,medium,src/iso26262/iso26262.hpp,44
FMEA-68,render_entries,Race condition in render_entries(),Incorrect system behaviour or safety-function failure originating in render_entries (function),7,3,6,126,medium,src/disposition/disposition.hpp,31
FMEA-1032,write_json,Race condition in write_json(),Incorrect system behaviour or safety-function failure originating in write_json (function),7,3,6,126,medium,src/misra/misra.cpp,92
FMEA-64,add,Race condition in add(),Incorrect system behaviour or safety-function failure originating in add (function),7,3,6,126,medium,src/disposition/disposition.hpp,30
FMEA-1620,parse_asil,Race condition in parse_asil(),Incorrect system behaviour or safety-function failure originating in parse_asil (function),7,3,6,126,medium,src/iso26262/iso26262.cpp,15
FMEA-1624,is_required,Race condition in is_required(),Incorrect system behaviour or safety-function failure originating in is_required (function),7,3,6,126,medium,src/iso26262/iso26262.cpp,62
FMEA-1036,render_text,Race condition in render_text(),Incorrect system behaviour or safety-function failure originating in render_text (function),7,3,6,126,medium,src/misra/misra.cpp,111
FMEA-52,parse_action,Race condition in parse_action(),Incorrect system behaviour or safety-function failure originating in parse_action (function),7,3,6,126,medium,src/disposition/disposition.hpp,13
FMEA-1628,detect_status,Race condition in detect_status(),Incorrect system behaviour or safety-function failure originating in detect_status (function),7,3,6,126,medium,src/iso26262/iso26262.cpp,72
FMEA-48,main,Race condition in main(),Incorrect system behaviour or safety-function failure originating in main (function),7,3,6,126,medium,build-audit/CMakeFiles/4.3.3/CompilerIdCXX/CMakeCXXCompilerId.cpp,924
FMEA-44,hb,Race condition in hb(),Incorrect system behaviour or safety-function failure originating in hb (function),7,3,6,126,medium,tests/test_runtime.cpp,89
FMEA-1632,assess,Race condition in assess(),Incorrect system behaviour or safety-function failure originating in assess (function),7,3,6,126,medium,src/iso26262/iso26262.cpp,127
FMEA-40,hb,Race condition in hb(),Incorrect system behaviour or safety-function failure originating in hb (function),7,3,6,126,medium,tests/test_runtime.cpp,77
FMEA-1056,is_excluded,Race condition in is_excluded(),Incorrect system behaviour or safety-function failure originating in is_excluded (function),7,3,6,126,medium,src/fmea/fmea.cpp,30
FMEA-72,find_by_rule,Race condition in find_by_rule(),Incorrect system behaviour or safety-function failure originating in find_by_rule (function),7,3,6,126,medium,src/disposition/disposition.hpp,32
FMEA-1636,write_json,Race condition in write_json(),Incorrect system behaviour or safety-function failure originating in write_json (function),7,3,6,126,medium,src/iso26262/iso26262.cpp,152
FMEA-32,g,Race condition in g(),Incorrect system behaviour or safety-function failure originating in g (function),7,3,6,126,medium,tests/test_runtime.cpp,48
FMEA-28,wd,Race condition in wd(),Incorrect system behaviour or safety-function failure originating in wd (function),7,3,6,126,medium,tests/test_runtime.cpp,29
FMEA-1640,render_text,Race condition in render_text(),Incorrect system behaviour or safety-function failure originating in render_text (function),7,3,6,126,medium,src/iso26262/iso26262.cpp,172
FMEA-24,wd,Race condition in wd(),Incorrect system behaviour or safety-function failure originating in wd (function),7,3,6,126,medium,tests/test_runtime.cpp,19
FMEA-20,REQUIRE_FALSE,Race condition in REQUIRE_FALSE(),Incorrect system behaviour or safety-function failure originating in REQUIRE_FALSE (function),7,3,6,126,medium,tests/test_verify.cpp,149
FMEA-1644,from_findings,Race condition in from_findings(),Incorrect system behaviour or safety-function failure originating in from_findings (function),7,3,6,126,medium,src/badge/badge.cpp,8
FMEA-16,REQUIRE_FALSE,Race condition in REQUIRE_FALSE(),Incorrect system behaviour or safety-function failure originating in REQUIRE_FALSE (function),7,3,6,126,medium,tests/test_verify.cpp,121
FMEA-1052,render_text,Race condition in render_text(),Incorrect system behaviour or safety-function failure originating in render_text (function),7,3,6,126,medium,src/misra/misra.hpp,34
FMEA-12,make_finding,Race condition in make_finding(),Incorrect system behaviour or safety-function failure originating in make_finding (function),7,3,6,126,medium,tests/test_report.cpp,30
FMEA-1048,write_json,Race condition in write_json(),Incorrect system behaviour or safety-function failure originating in write_json (function),7,3,6,126,medium,src/misra/misra.hpp,33
FMEA-4,main,Race condition in main(),Incorrect system behaviour or safety-function failure originating in main (function),7,3,6,126,medium,build-test/CMakeFiles/4.3.3/CompilerIdCXX/CMakeCXXCompilerId.cpp,924
FMEA-1652,from_findings,Race condition in from_findings(),Incorrect system behaviour or safety-function failure originating in from_findings (function),7,3,6,126,medium,src/badge/badge.hpp,21
FMEA-1020,show,Race condition in show(),Incorrect system behaviour or safety-function failure originating in show (function),7,3,6,126,medium,src/fix/fix.hpp,19
FMEA-140,render_text,Race condition in render_text(),Incorrect system behaviour or safety-function failure originating in render_text (function),7,3,6,126,medium,src/iec62443/iec62443.hpp,44
FMEA-1580,render_json,Race condition in render_json(),Incorrect system behaviour or safety-function failure originating in render_json (function),7,3,6,126,medium,src/impact/impact.hpp,40
FMEA-136,write_json,Race condition in write_json(),Incorrect system behaviour or safety-function failure originating in write_json (function),7,3,6,126,medium,src/iec62443/iec62443.hpp,43
FMEA-1012,list_all,Race condition in list_all(),Incorrect system behaviour or safety-function failure originating in list_all (function),7,3,6,126,medium,src/fix/fix.cpp,120
FMEA-1584,is_safe_git_ref,Race condition in is_safe_git_ref(),Incorrect system behaviour or safety-function failure originating in is_safe_git_ref (function),7,3,6,126,medium,src/impact/impact.cpp,33
FMEA-1588,analyse,Race condition in analyse(),Incorrect system behaviour or safety-function failure originating in analyse (function),7,3,6,126,medium,src/impact/impact.cpp,81
FMEA-124,parse_sl,Race condition in parse_sl(),Incorrect system behaviour or safety-function failure originating in parse_sl (function),7,3,6,126,medium,src/iec62443/iec62443.hpp,12
FMEA-120,render_text,Race condition in render_text(),Incorrect system behaviour or safety-function failure originating in render_text (function),7,3,6,126,medium,src/iec62443/iec62443.cpp,169
FMEA-1592,render_text,Race condition in render_text(),Incorrect system behaviour or safety-function failure originating in render_text (function),7,3,6,126,medium,src/impact/impact.cpp,129
FMEA-116,write_json,Race condition in write_json(),Incorrect system behaviour or safety-function failure originating in write_json (function),7,3,6,126,medium,src/iec62443/iec62443.cpp,144
FMEA-112,assess,Race condition in assess(),Incorrect system behaviour or safety-function failure originating in assess (function),7,3,6,126,medium,src/iec62443/iec62443.cpp,119
FMEA-1596,render_json,Race condition in render_json(),Incorrect system behaviour or safety-function failure originating in render_json (function),7,3,6,126,medium,src/impact/impact.cpp,143
FMEA-108,is_required,Race condition in is_required(),Incorrect system behaviour or safety-function failure originating in is_required (function),7,3,6,126,medium,src/iec62443/iec62443.cpp,107
FMEA-256,run,Race condition in run(),Incorrect system behaviour or safety-function failure originating in run (function),7,3,6,126,medium,src/cmd/cli.cpp,152
FMEA-104,detect_status,Race condition in detect_status(),Incorrect system behaviour or safety-function failure originating in detect_status (function),7,3,6,126,medium,src/iec62443/iec62443.cpp,94
FMEA-1600,parse_asil,Race condition in parse_asil(),Incorrect system behaviour or safety-function failure originating in parse_asil (function),7,3,6,126,medium,src/iso26262/iso26262.hpp,12
FMEA-100,parse_sl,Race condition in parse_sl(),Incorrect system behaviour or safety-function failure originating in parse_sl (function),7,3,6,126,medium,src/iec62443/iec62443.cpp,16
FMEA-96,find_by_rule,Race condition in find_by_rule(),Incorrect system behaviour or safety-function failure originating in find_by_rule (function),7,3,6,126,medium,src/disposition/disposition.cpp,90
FMEA-92,render_entries,Race condition in render_entries(),Incorrect system behaviour or safety-function failure originating in render_entries (function),7,3,6,126,medium,src/disposition/disposition.cpp,71
FMEA-1024,list_all,Race condition in list_all(),Incorrect system behaviour or safety-function failure originating in list_all (function),7,3,6,126,medium,src/fix/fix.hpp,20
FMEA-88,add,Race condition in add(),Incorrect system behaviour or safety-function failure originating in add (function),7,3,6,126,medium,src/disposition/disposition.cpp,62
FMEA-1064,to_json,Race condition in to_json(),Incorrect system behaviour or safety-function failure originating in to_json (function),7,3,6,126,medium,src/fmea/fmea.cpp,230
FMEA-84,save,Race condition in save(),Incorrect system behaviour or safety-function failure originating in save (function),7,3,6,126,medium,src/disposition/disposition.cpp,42
FMEA-1028,build_report,Race condition in build_report(),Incorrect system behaviour or safety-function failure originating in build_report (function),7,3,6,126,medium,src/misra/misra.cpp,71
FMEA-80,load,Race condition in load(),Incorrect system behaviour or safety-function failure originating in load (function),7,3,6,126,medium,src/disposition/disposition.cpp,19
FMEA-1612,write_json,Race condition in write_json(),Incorrect system behaviour or safety-function failure originating in write_json (function),7,3,6,126,medium,src/iso26262/iso26262.hpp,43
FMEA-76,parse_action,Race condition in parse_action(),Incorrect system behaviour or safety-function failure originating in parse_action (function),7,3,6,126,medium,src/disposition/disposition.cpp,16
FMEA-932,parse_severity,Race condition in parse_severity(),Incorrect system behaviour or safety-function failure originating in parse_severity (function),7,3,6,126,medium,src/pr/pr.hpp,16
FMEA-1132,make_header,Race condition in make_header(),Incorrect system behaviour or safety-function failure originating in make_header (function),7,3,6,126,medium,src/report/report.cpp,34
FMEA-928,parse_status,Race condition in parse_status(),Incorrect system behaviour or safety-function failure originating in parse_status (function),7,3,6,126,medium,src/pr/pr.hpp,15
FMEA-392,save_requirements,Race condition in save_requirements(),Incorrect system behaviour or safety-function failure originating in save_requirements (function),7,3,6,126,medium,src/trace/trace.cpp,761
FMEA-1436,make_fusa005,Race condition in make_fusa005(),Incorrect system behaviour or safety-function failure originating in make_fusa005 (function),7,3,6,126,medium,src/engine/rules.cpp,111
